User Name,Session Code,Trial Code,Trial Start Date,Trial Duration,Average Speed,Max Speed,Min Speed,Violation Count,Average Violation Duration,Vehicle,Weather Preset
jonny,bkkx7Wl1,VTE5N1Oi,2024-08-26 22:51:10,01:20:54,44.97,50.63,0.0,9,1.69 seconds,Dodge Charger 2020,Clear Night
