Session Code,Trial Code,Unix Timestamp,Event Type,Violation Duration,X,Y,Z,Pitch,Yaw,Roll
4rM0Fwv6,5ExqgOEA,1724797695,violation,8.238364219665527,160.36642456054688,-204.8277130126953,0.0004326629568822682,-0.11105203628540039,167.92259216308594,0.3747532069683075
4rM0Fwv6,5ExqgOEA,1724797700,violation,3.811725616455078,61.738773345947266,-202.02032470703125,0.0004439926124177873,-0.08996724337339401,177.90924072265625,-0.2825622260570526
4rM0Fwv6,5ExqgOEA,1724797703,violation,2.083228588104248,-6.215328216552734,-205.4904022216797,0.00043701170943677425,-0.08999456465244293,-177.3699493408203,0.20321442186832428
4rM0Fwv6,5ExqgOEA,1724797704,violation,0.8599944114685059,-26.63119125366211,-205.8086700439453,0.0004391860857140273,-0.07608146965503693,179.30743408203125,0.17238004505634308
4rM0Fwv6,5ExqgOEA,1724797716,violation,8.771940469741821,-84.8121566772461,10.617000579833984,0.005125007592141628,0.037415772676467896,89.5169906616211,0.17680925130844116
4rM0Fwv6,5ExqgOEA,1724797732,violation,14.493809223175049,109.94375610351562,201.65280151367188,1.524080514907837,1.1643285751342773,-2.09991455078125,-0.0892333835363388
4rM0Fwv6,5ExqgOEA,1724797734,violation,1.5007984638214111,160.28973388671875,201.88192749023438,2.644496202468872,1.1450128555297852,-2.9097900390625,0.3802615702152252
4rM0Fwv6,5ExqgOEA,1724797736,violation,0.5272226333618164,201.31475830078125,192.14755249023438,2.465411424636841,-1.1718418598175049,-28.6343936920166,0.9494503736495972
4rM0Fwv6,5ExqgOEA,1724797741,violation,1.3363771438598633,241.35610961914062,120.28622436523438,0.7079240083694458,-1.2510037422180176,-84.21569061279297,0.22672787308692932
4rM0Fwv6,5ExqgOEA,1724797744,violation,1.3673715591430664,241.759033203125,65.16541290283203,0.011800804175436497,-0.20440706610679626,-95.98907470703125,0.6410741806030273
4rM0Fwv6,5ExqgOEA,1724797747,violation,0.9580466747283936,239.6092529296875,5.444345474243164,0.00044006347889080644,-0.08145000040531158,-83.64224243164062,0.014905599877238274
